,Unnamed: 0,TRAFFIC_DATE,TRAINNUMBER,TRAINSERIE,TRAINSERIE_DIRECTION,STATION,ACTIVITYTYPE,DISTANCE_M,PLAN_DATETIME,REALIZED_DATETIME,DELAY,TURNOVER_INDICATOR,PREVIOUS_TRAINNUMBER,COMBINE,SPLIT,ROLLINGSTOCK_TYPE,NUMBER_CARRIAGES,DRIVER_CHANGE,DEPARTURE_SIGNAL_SHOWS_SAFE,PLAN_TURNOVER_TIME,REALIZED_TURNOVER_TIME,MAX_DEPARTURE_TIME,PLAN_SIGNAL_SAFE_DELAY,REALIZED_SIGNAL_SAFE_DELAY,DALUREN,DAY_OF_WEEK,HOUR,DAY_OF_WEEK_sin,DAY_OF_WEEK_cos,HOUR_sin,HOUR_cos,NEEDED_PLAN_TURNOVER_TIME,NEEDED_REALIZED_TURNOVER_TIME,DIFF_TURNOVER_TIME,DIFF_TURNOVER_TIME_CAT
152985,5467810,2023-03-01,3081,3000.0,O,Hdr,V,,2023-03-01 20:34:00+00:00,2023-03-01 20:33:51+00:00,-9.0,1,3060.0,0,0,VIRM,6.0,0.0,2023-03-01 20:33:07+00:00,2280.0,2247.0,,-53.0,-44.0,True,2,20,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,2349.0,2316.0,33.0,perfect
153022,5468045,2023-03-22,1556,1500.0,E,Dv,V,,2023-03-22 15:48:00+00:00,2023-03-22 15:48:08+00:00,8.0,1,1549.0,1,0,ICM,6.0,0.0,2023-03-22 15:47:10+00:00,2160.0,2096.0,,-50.0,-58.0,True,2,15,0.9749279121818236,-0.2225209339563143,-0.7071067811865471,-0.7071067811865479,2212.0,2148.0,64.0,too late
153039,5468165,2023-03-01,642,600.0,E,Lw,V,,2023-03-01 11:47:00+00:00,2023-03-01 11:47:02+00:00,2.0,1,629.0,0,0,ICM,3.0,1.0,2023-03-01 11:46:08+00:00,2040.0,2046.0,,-52.0,-54.0,True,2,11,0.9749279121818236,-0.2225209339563143,0.258819045102521,-0.9659258262890682,2098.0,2104.0,-6.0,perfect
153043,5468194,2023-03-08,666,600.0,E,Lw,V,,2023-03-08 17:47:00+00:00,2023-03-08 17:47:06+00:00,6.0,1,653.0,0,0,DDZ,6.0,1.0,2023-03-08 17:46:09+00:00,2040.0,2004.0,,-51.0,-57.0,False,2,17,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,-0.2588190451025206,2094.0,2058.0,36.0,perfect
153066,5468386,2023-03-18,8162,8100.0,E,Gn,V,,2023-03-18 16:33:00+00:00,2023-03-18 16:33:06+00:00,6.0,1,8147.0,0,0,SNG,3.0,1.0,2023-03-18 16:32:11+00:00,2160.0,2134.0,,-49.0,-55.0,True,5,16,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,2214.0,2188.0,26.0,perfect
153098,5468673,2023-03-30,3057,3000.0,O,Hdr,V,,2023-03-30 14:34:00+00:00,2023-03-30 14:34:05+00:00,5.0,1,3036.0,0,0,VIRM,4.0,1.0,2023-03-30 14:33:07+00:00,2280.0,2303.0,,-53.0,-58.0,True,3,14,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,2335.0,2358.0,-23.0,perfect
153122,5468818,2023-03-03,580,500.0,E,Gn,V,,2023-03-03 21:18:00+00:00,2023-03-03 21:18:01+00:00,1.0,1,567.0,0,0,ICM,7.0,1.0,2023-03-03 21:17:15+00:00,2160.0,2001.0,,-45.0,-46.0,True,4,21,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474,2219.0,2060.0,159.0,too late
153144,5469002,2023-03-04,674,600.0,E,Lw,V,,2023-03-04 19:47:00+00:00,2023-03-04 19:47:16+00:00,16.0,1,661.0,0,0,DDZ,4.0,1.0,2023-03-04 19:46:08+00:00,2040.0,2055.0,,-52.0,-68.0,True,5,19,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203,2084.0,2099.0,-15.0,perfect
153178,5469273,2023-03-04,3069,3000.0,O,Hdr,V,,2023-03-04 17:34:00+00:00,2023-03-04 17:33:57+00:00,-3.0,1,3048.0,0,0,VIRM,6.0,0.0,2023-03-04 17:33:07+00:00,2280.0,2285.0,,-53.0,-50.0,True,5,17,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,-0.2588190451025206,2343.0,2348.0,-5.0,perfect
153189,5469377,2023-03-20,8136,8100.0,E,Gn,V,,2023-03-20 10:03:00+00:00,2023-03-20 10:05:17+00:00,137.0,1,8121.0,0,0,SNG,7.0,1.0,2023-03-20 10:02:09+00:00,2160.0,2252.0,,-51.0,-188.0,True,0,10,0.0,1.0,0.4999999999999999,-0.8660254037844387,2083.0,2175.0,-92.0,too early
153200,5469468,2023-03-04,746,700.0,E,Gn,V,,2023-03-04 12:48:00+00:00,2023-03-04 12:48:05+00:00,5.0,1,733.0,0,0,ICM,6.0,0.0,2023-03-04 12:47:04+00:00,2160.0,2162.0,,-56.0,-61.0,True,5,12,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,2215.0,2217.0,-2.0,perfect
153229,5469685,2023-03-23,3051,3000.0,O,Hdr,V,,2023-03-23 13:04:00+00:00,2023-03-23 13:04:01+00:00,1.0,1,3030.0,0,0,VIRM,6.0,0.0,2023-03-23 13:03:07+00:00,2280.0,2270.0,,-53.0,-54.0,True,3,13,0.4338837391175582,-0.900968867902419,-0.2588190451025208,-0.9659258262890684,2339.0,2329.0,10.0,perfect
153236,5469728,2023-03-21,3081,3000.0,O,Hdr,V,,2023-03-21 20:34:00+00:00,2023-03-21 20:33:59+00:00,-1.0,1,3060.0,0,0,VIRM,4.0,0.0,2023-03-21 20:33:08+00:00,2280.0,2291.0,,-52.0,-51.0,True,1,20,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,2341.0,2352.0,-11.0,perfect
153239,5469762,2023-03-22,3079,3000.0,O,Hdr,V,,2023-03-22 20:04:00+00:00,2023-03-22 20:04:36+00:00,36.0,1,3058.0,0,0,VIRM,4.0,0.0,2023-03-22 20:03:08+00:00,2280.0,2270.0,,-52.0,-88.0,True,2,20,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,2304.0,2294.0,10.0,perfect
153251,5469895,2023-03-11,1657,1600.0,O,Gvc,V,,2023-03-11 15:03:00+00:00,2023-03-11 15:03:04+00:00,4.0,1,11642.0,0,0,DDZ,4.0,1.0,2023-03-11 15:02:09+00:00,2190.0,2199.0,,-51.0,-55.0,True,5,15,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,2246.0,2255.0,-9.0,perfect
153261,5469963,2023-03-28,658,600.0,E,Lw,V,,2023-03-28 15:47:00+00:00,2023-03-28 15:47:14+00:00,14.0,1,645.0,0,0,ICM,7.0,1.0,2023-03-28 15:46:08+00:00,2040.0,2070.0,,-52.0,-66.0,True,1,15,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479,2086.0,2116.0,-30.0,perfect
153264,5469980,2023-03-18,741,700.0,O,Gvc,V,,2023-03-18 11:32:00+00:00,2023-03-18 11:32:33+00:00,33.0,1,1828.0,0,1,ICM,7.0,1.0,2023-03-18 11:31:09+00:00,2040.0,2032.0,,-51.0,-84.0,True,5,11,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682,2067.0,2059.0,8.0,perfect
153284,5470113,2023-03-18,3059,3000.0,O,Hdr,V,,2023-03-18 15:04:00+00:00,2023-03-18 15:03:56+00:00,-4.0,1,3038.0,0,0,VIRM,6.0,1.0,2023-03-18 15:03:08+00:00,2280.0,2273.0,,-52.0,-48.0,True,5,15,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,2344.0,2337.0,7.0,perfect
153287,5470133,2023-03-17,564,500.0,E,Gn,V,,2023-03-17 17:18:00+00:00,2023-03-17 17:18:05+00:00,5.0,1,300551.0,0,0,DDZ,6.0,1.0,2023-03-17 17:17:11+00:00,2160.0,2139.0,,-49.0,-54.0,False,4,17,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,-0.2588190451025206,2215.0,2194.0,21.0,perfect
153293,5470182,2023-03-06,8152,8100.0,E,Gn,V,,2023-03-06 14:03:00+00:00,2023-03-06 14:03:07+00:00,7.0,1,8137.0,0,0,SNG,6.0,1.0,2023-03-06 14:02:09+00:00,2160.0,2168.0,,-51.0,-58.0,True,0,14,0.0,1.0,-0.4999999999999997,-0.8660254037844388,2213.0,2221.0,-8.0,perfect
153299,5470214,2023-03-03,3047,3000.0,O,Hdr,V,,2023-03-03 12:04:00+00:00,2023-03-03 12:04:13+00:00,13.0,1,3026.0,0,0,VIRM,4.0,1.0,2023-03-03 12:03:08+00:00,2280.0,2242.0,,-52.0,-65.0,True,4,12,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,2327.0,2289.0,38.0,perfect
153323,5470363,2023-03-19,762,700.0,E,Gn,V,,2023-03-19 16:48:00+00:00,2023-03-19 16:48:05+00:00,5.0,1,749.0,0,0,ICM,7.0,1.0,2023-03-19 16:47:11+00:00,2160.0,2229.0,,-49.0,-54.0,True,6,16,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,2215.0,2284.0,-69.0,too early
153350,5470605,2023-03-06,753,700.0,O,Gvc,V,,2023-03-06 14:33:00+00:00,2023-03-06 14:33:13+00:00,13.0,1,1840.0,0,0,DDZ,6.0,1.0,2023-03-06 14:32:09+00:00,2190.0,2206.0,,-51.0,-64.0,True,0,14,0.0,1.0,-0.4999999999999997,-0.8660254037844388,2237.0,2253.0,-16.0,perfect
153352,5470622,2023-03-19,6437,6400.0,O,Tbu,V,,2023-03-19 11:33:00+00:00,2023-03-19 11:33:37+00:00,37.0,1,6436.0,0,0,FLIRT,8.0,0.0,2023-03-19 11:32:59+00:00,2100.0,2163.0,,-1.0,-38.0,True,6,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,2123.0,2186.0,-63.0,too early
153358,5470662,2023-03-03,789,700.0,O,Gvc,V,,2023-03-03 23:33:00+00:00,2023-03-03 23:33:15+00:00,15.0,1,1876.0,0,0,DDZ,6.0,0.0,2023-03-03 23:32:09+00:00,2190.0,2153.0,,-51.0,-66.0,True,4,23,-0.433883739117558,-0.9009688679024191,-0.2588190451025215,0.965925826289068,2235.0,2198.0,37.0,perfect
153389,5470890,2023-03-10,8136,8100.0,E,Gn,V,,2023-03-10 10:03:00+00:00,2023-03-10 10:03:05+00:00,5.0,1,8121.0,0,0,SNG,6.0,0.0,2023-03-10 10:02:09+00:00,2160.0,2149.0,,-51.0,-56.0,True,4,10,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,2215.0,2204.0,11.0,perfect
153439,5471281,2023-03-21,750,700.0,E,Gn,V,,2023-03-21 13:48:00+00:00,2023-03-21 13:48:12+00:00,12.0,1,737.0,0,0,DDZ,4.0,1.0,2023-03-21 13:47:04+00:00,2160.0,2157.0,,-56.0,-68.0,True,1,13,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890684,2208.0,2205.0,3.0,perfect
153447,5471350,2023-03-05,8178,8100.0,E,Gn,V,,2023-03-05 20:33:00+00:00,2023-03-05 20:32:51+00:00,-9.0,1,8163.0,0,0,SNG,4.0,0.0,2023-03-05 20:32:15+00:00,2160.0,2168.0,,-45.0,-36.0,True,6,20,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,2229.0,2237.0,-8.0,perfect
153451,5471375,2023-03-15,6485,6400.0,O,Tbu,V,,2023-03-15 23:33:00+00:00,2023-03-15 23:32:49+00:00,-11.0,1,6484.0,0,0,FLIRT,3.0,0.0,2023-03-15 23:32:31+00:00,2100.0,2163.0,,-29.0,-18.0,True,2,23,0.9749279121818236,-0.2225209339563143,-0.2588190451025215,0.965925826289068,2171.0,2234.0,-63.0,too early
153466,5471488,2023-03-19,548,500.0,E,Gn,V,,2023-03-19 13:18:00+00:00,2023-03-19 13:18:18+00:00,18.0,1,535.0,0,0,ICM,7.0,0.0,2023-03-19 13:17:11+00:00,2160.0,2144.0,,-49.0,-67.0,True,6,13,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890684,2202.0,2186.0,16.0,perfect
153478,5471597,2023-03-01,3085,3000.0,O,Hdr,V,,2023-03-01 21:34:00+00:00,2023-03-01 21:33:59+00:00,-1.0,1,3064.0,0,0,VIRM,6.0,0.0,2023-03-01 21:33:07+00:00,2280.0,2204.0,,-53.0,-52.0,True,2,21,0.9749279121818236,-0.2225209339563143,-0.7071067811865477,0.7071067811865474,2341.0,2265.0,76.0,too late
153503,5471787,2023-03-14,690,600.0,E,Lw,V,,2023-03-14 23:24:00+00:00,2023-03-14 23:24:21+00:00,21.0,1,1875.0,0,0,DDZ,4.0,1.0,2023-03-14 23:23:09+00:00,2460.0,2456.0,,-51.0,-72.0,True,1,23,0.7818314824680298,0.6234898018587336,-0.2588190451025215,0.965925826289068,2499.0,2495.0,4.0,perfect
153548,5472124,2023-03-07,2273,2200.0,O,Vs,V,,2023-03-07 17:21:00+00:00,2023-03-07 17:20:55+00:00,-5.0,1,2242.0,0,0,VIRM,4.0,1.0,2023-03-07 17:20:09+00:00,2520.0,2345.0,,-51.0,-46.0,False,1,17,0.7818314824680298,0.6234898018587336,-0.9659258262890684,-0.2588190451025206,2585.0,2410.0,175.0,too late
153568,5472308,2023-03-03,746,700.0,E,Gn,V,,2023-03-03 12:48:00+00:00,2023-03-03 12:48:13+00:00,13.0,1,733.0,0,0,ICM,7.0,0.0,2023-03-03 12:47:04+00:00,2160.0,2046.0,,-56.0,-69.0,True,4,12,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,2207.0,2093.0,114.0,too late
153572,5472356,2023-03-07,1879,1800.0,O,Gvc,V,,2023-03-07 21:03:00+00:00,2023-03-07 21:03:11+00:00,11.0,1,766.0,0,1,ICM,3.0,1.0,2023-03-07 21:02:09+00:00,2190.0,2175.0,,-51.0,-62.0,True,1,21,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474,2239.0,2224.0,15.0,perfect
153589,5472480,2023-03-30,560,500.0,E,Gn,V,,2023-03-30 16:18:00+00:00,2023-03-30 16:18:17+00:00,17.0,1,547.0,0,0,ICM,7.0,1.0,2023-03-30 16:17:11+00:00,2160.0,2146.0,,-49.0,-66.0,False,3,16,0.4338837391175582,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,2203.0,2189.0,14.0,perfect
153592,5472530,2023-03-26,8168,8100.0,E,Gn,V,,2023-03-26 18:03:00+00:00,2023-03-26 18:03:57+00:00,57.0,1,8153.0,0,0,SNG,6.0,0.0,2023-03-26 18:02:09+00:00,2160.0,2216.0,,-51.0,-108.0,True,6,18,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,2163.0,2219.0,-56.0,perfect
153600,5472594,2023-03-02,746,700.0,E,Gn,V,,2023-03-02 12:48:00+00:00,2023-03-02 12:48:04+00:00,4.0,1,733.0,0,0,DDZ,6.0,1.0,2023-03-02 12:47:04+00:00,2160.0,2177.0,,-56.0,-60.0,True,3,12,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0,2216.0,2233.0,-17.0,perfect
153615,5472738,2023-03-16,741,700.0,O,Gvc,V,,2023-03-16 11:33:00+00:00,2023-03-16 11:33:13+00:00,13.0,1,1828.0,0,0,ICM,6.0,1.0,2023-03-16 11:32:09+00:00,2190.0,2307.0,,-51.0,-64.0,True,3,11,0.4338837391175582,-0.900968867902419,0.258819045102521,-0.9659258262890682,2237.0,2354.0,-117.0,too early
153630,5472833,2023-03-05,6437,6400.0,O,Tbu,V,,2023-03-05 11:33:00+00:00,2023-03-05 11:33:02+00:00,2.0,1,6436.0,0,0,FLIRT,3.0,0.0,2023-03-05 11:32:22+00:00,2100.0,2131.0,,-38.0,-40.0,True,6,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,2158.0,2189.0,-31.0,perfect
153643,5472923,2023-03-15,3041,3000.0,O,Hdr,V,,2023-03-15 10:34:00+00:00,2023-03-15 10:34:06+00:00,6.0,1,3020.0,0,0,VIRM,6.0,0.0,2023-03-15 10:33:08+00:00,2280.0,2268.0,,-52.0,-58.0,True,2,10,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,2334.0,2322.0,12.0,perfect
153656,5473020,2023-03-16,3091,3000.0,O,Hdr,V,,2023-03-16 23:04:00+00:00,2023-03-16 23:03:59+00:00,-1.0,1,3070.0,0,0,VIRM,6.0,0.0,2023-03-16 23:03:08+00:00,2280.0,2218.0,,-52.0,-51.0,True,3,23,0.4338837391175582,-0.900968867902419,-0.2588190451025215,0.965925826289068,2341.0,2279.0,62.0,too late
153667,5473126,2023-03-20,8138,8100.0,E,Gn,V,,2023-03-20 10:33:00+00:00,2023-03-20 10:32:47+00:00,-13.0,1,8123.0,0,0,SNG,6.0,0.0,2023-03-20 10:32:11+00:00,2160.0,2146.0,,-49.0,-36.0,True,0,10,0.0,1.0,0.4999999999999999,-0.8660254037844387,2233.0,2219.0,14.0,perfect
153669,5473151,2023-03-20,646,600.0,E,Lw,V,,2023-03-20 12:47:00+00:00,2023-03-20 12:47:11+00:00,11.0,1,633.0,0,0,ICM,6.0,0.0,2023-03-20 12:46:09+00:00,2040.0,2070.0,,-51.0,-62.0,True,0,12,0.0,1.0,1.2246467991473532e-16,-1.0,2089.0,2119.0,-30.0,perfect
153672,5473169,2023-03-01,4959,4900.0,O,Hvs,V,,2023-03-01 17:18:00+00:00,2023-03-01 17:17:59+00:00,-1.0,1,4956.0,0,0,SNG,6.0,0.0,2023-03-01 17:17:07+00:00,2160.0,2026.0,,-53.0,-52.0,False,2,17,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,-0.2588190451025206,2221.0,2087.0,134.0,too late
153704,5473507,2023-03-11,3087,3000.0,O,Hdr,V,,2023-03-11 21:34:00+00:00,2023-03-11 21:34:04+00:00,4.0,1,3062.0,0,0,VIRM,6.0,0.0,2023-03-11 21:33:07+00:00,2262.0,2271.0,,-53.0,-57.0,True,5,21,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474,2318.0,2327.0,-9.0,perfect
153753,5473873,2023-03-19,8164,8100.0,E,Gn,V,,2023-03-19 17:03:00+00:00,2023-03-19 17:03:19+00:00,19.0,1,8149.0,0,0,SNG,3.0,1.0,2023-03-19 17:02:08+00:00,2160.0,2171.0,,-52.0,-71.0,True,6,17,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,-0.2588190451025206,2201.0,2212.0,-11.0,perfect
153768,5473955,2023-03-15,548,500.0,E,Gn,V,,2023-03-15 13:18:00+00:00,2023-03-15 13:18:06+00:00,6.0,1,535.0,1,0,DDZ,10.0,1.0,2023-03-15 13:17:12+00:00,2160.0,2090.0,,-48.0,-54.0,True,2,13,0.9749279121818236,-0.2225209339563143,-0.2588190451025208,-0.9659258262890684,2214.0,2144.0,70.0,too late
153791,5474155,2023-03-09,560,500.0,E,Gn,V,,2023-03-09 16:18:00+00:00,2023-03-09 16:18:13+00:00,13.0,1,547.0,0,0,ICM,7.0,1.0,2023-03-09 16:17:15+00:00,2160.0,2074.0,,-45.0,-58.0,False,3,16,0.4338837391175582,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,2207.0,2121.0,86.0,too late
153794,5474182,2023-03-03,8144,8100.0,E,Gn,V,,2023-03-03 12:03:00+00:00,2023-03-03 12:02:52+00:00,-8.0,1,8129.0,0,0,SNG,3.0,1.0,2023-03-03 12:02:09+00:00,2160.0,2121.0,,-51.0,-43.0,True,4,12,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,2228.0,2189.0,39.0,perfect
153801,5474238,2023-03-21,1871,1800.0,O,Gvc,V,,2023-03-21 19:03:00+00:00,2023-03-21 19:03:12+00:00,12.0,1,758.0,0,0,DDZ,10.0,1.0,2023-03-21 19:02:09+00:00,2190.0,2220.0,,-51.0,-63.0,True,1,19,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203,2238.0,2268.0,-30.0,perfect
153813,5474357,2023-03-25,682,600.0,E,Lw,V,,2023-03-25 21:47:00+00:00,2023-03-25 21:47:08+00:00,8.0,1,669.0,0,0,ICM,4.0,1.0,2023-03-25 21:46:11+00:00,2040.0,2006.0,,-49.0,-57.0,True,5,21,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474,2092.0,2058.0,34.0,perfect
153836,5474579,2023-03-10,2265,2200.0,O,Vs,V,,2023-03-10 15:21:00+00:00,2023-03-10 15:21:25+00:00,25.0,1,2234.0,0,0,VIRM,4.0,1.0,2023-03-10 15:20:03+00:00,2490.0,2493.0,,-57.0,-82.0,True,4,15,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479,2525.0,2528.0,-3.0,perfect
153863,5474750,2023-03-03,21427,21400.0,O,Ht,V,,2023-03-04 01:36:00+00:00,2023-03-04 01:36:01+00:00,1.0,1,6688.0,0,0,FLIRT,4.0,1.0,2023-03-04 01:35:07+00:00,2280.0,2312.0,,-53.0,-54.0,True,5,1,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684,2339.0,2371.0,-32.0,perfect
153865,5474761,2023-03-02,7034,7000.0,E,Es,V,,2023-03-02 09:22:00+00:00,2023-03-02 09:22:00+00:00,0.0,1,7019.0,0,1,SNG,3.0,1.0,2023-03-02 09:21:08+00:00,2460.0,2410.0,,-52.0,-52.0,True,3,9,0.4338837391175582,-0.900968867902419,0.7071067811865476,-0.7071067811865475,2520.0,2470.0,50.0,perfect
153887,5474912,2023-03-19,8154,8100.0,E,Gn,V,,2023-03-19 14:33:00+00:00,2023-03-19 14:33:10+00:00,10.0,1,8139.0,0,0,SNG,3.0,1.0,2023-03-19 14:32:08+00:00,2160.0,2229.0,,-52.0,-62.0,True,6,14,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,2210.0,2279.0,-69.0,too early
153934,5475368,2023-03-05,761,700.0,O,Gvc,V,,2023-03-05 16:33:00+00:00,2023-03-05 16:32:51+00:00,-9.0,1,1848.0,0,0,DDZ,6.0,1.0,2023-03-05 16:32:09+00:00,2040.0,2086.0,,-51.0,-42.0,True,6,16,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,2109.0,2155.0,-46.0,perfect
153971,5475712,2023-03-05,8158,8100.0,E,Gn,V,,2023-03-05 15:33:00+00:00,2023-03-05 15:32:52+00:00,-8.0,1,8143.0,0,0,SNG,4.0,1.0,2023-03-05 15:32:15+00:00,2160.0,2136.0,,-45.0,-37.0,True,6,15,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,2228.0,2204.0,24.0,perfect
153975,5475730,2023-03-12,3077,3000.0,O,Hdr,V,,2023-03-12 19:04:00+00:00,2023-03-12 19:04:02+00:00,2.0,1,3052.0,0,0,VIRM,6.0,0.0,2023-03-12 19:03:08+00:00,2262.0,2322.0,,-52.0,-54.0,True,6,19,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203,2320.0,2380.0,-60.0,too early
153979,5475764,2023-03-29,750,700.0,E,Gn,V,,2023-03-29 13:48:00+00:00,2023-03-29 13:48:30+00:00,30.0,1,737.0,0,0,ICM,6.0,1.0,2023-03-29 13:47:04+00:00,2160.0,2229.0,,-56.0,-86.0,True,2,13,0.9749279121818236,-0.2225209339563143,-0.2588190451025208,-0.9659258262890684,2190.0,2259.0,-69.0,too early
153986,5475807,2023-03-20,3083,3000.0,O,Hdr,V,,2023-03-20 21:04:00+00:00,2023-03-20 21:04:09+00:00,9.0,1,3062.0,0,0,VIRM,4.0,0.0,2023-03-20 21:03:07+00:00,2280.0,2283.0,,-53.0,-62.0,True,0,21,0.0,1.0,-0.7071067811865477,0.7071067811865474,2331.0,2334.0,-3.0,perfect
154001,5475942,2023-03-11,8168,8100.0,E,Gn,V,,2023-03-11 18:03:00+00:00,2023-03-11 18:02:55+00:00,-5.0,1,8153.0,0,0,SNG,3.0,1.0,2023-03-11 18:02:09+00:00,2160.0,2153.0,,-51.0,-46.0,True,5,18,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,2225.0,2218.0,7.0,perfect
154013,5476084,2023-03-24,1860,1800.0,E,Lw,V,,2023-03-24 16:17:00+00:00,2023-03-24 16:16:57+00:00,-3.0,1,1847.0,0,0,ICM,7.0,1.0,2023-03-24 16:16:08+00:00,2040.0,2034.0,,-52.0,-49.0,False,4,16,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,2103.0,2097.0,6.0,perfect
154018,5476129,2023-03-01,778,700.0,E,Gn,V,,2023-03-01 20:48:00+00:00,2023-03-01 20:48:24+00:00,24.0,1,765.0,1,0,ICM,7.0,1.0,2023-03-01 20:47:09+00:00,2160.0,2132.0,,-51.0,-75.0,True,2,20,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,2196.0,2168.0,28.0,perfect
154020,5476131,2023-03-28,3041,3000.0,O,Hdr,V,,2023-03-28 10:34:00+00:00,2023-03-28 10:34:08+00:00,8.0,1,3020.0,0,0,VIRM,6.0,0.0,2023-03-28 10:33:07+00:00,2280.0,2151.0,,-53.0,-61.0,True,1,10,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,2332.0,2203.0,129.0,too late
154044,5476348,2023-03-28,8146,8100.0,E,Gn,V,,2023-03-28 12:33:00+00:00,2023-03-28 12:33:00+00:00,0.0,1,8131.0,0,0,SNG,3.0,0.0,2023-03-28 12:32:12+00:00,2160.0,2168.0,,-48.0,-48.0,True,1,12,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,2220.0,2228.0,-8.0,perfect
154065,5476467,2023-03-29,560,500.0,E,Gn,V,,2023-03-29 16:18:00+00:00,2023-03-29 16:18:29+00:00,29.0,1,547.0,0,0,ICM,7.0,1.0,2023-03-29 16:17:12+00:00,2160.0,2091.0,,-48.0,-77.0,False,2,16,0.9749279121818236,-0.2225209339563143,-0.8660254037844385,-0.5000000000000004,2191.0,2122.0,69.0,too late
154071,5476499,2023-03-25,6485,6400.0,O,Tbu,V,,2023-03-25 23:33:00+00:00,2023-03-25 23:33:07+00:00,7.0,1,6484.0,0,0,FLIRT,7.0,0.0,2023-03-25 23:32:45+00:00,2100.0,2152.0,,-15.0,-22.0,True,5,23,-0.9749279121818236,-0.2225209339563146,-0.2588190451025215,0.965925826289068,2153.0,2205.0,-52.0,perfect
154076,5476551,2023-03-04,588,500.0,E,Ut,V,,2023-03-05 01:18:00+00:00,2023-03-05 01:18:24+00:00,24.0,1,686.0,0,0,DDZ,6.0,1.0,2023-03-05 01:17:03+00:00,2220.0,2078.0,,-57.0,-81.0,True,6,1,-0.7818314824680299,0.6234898018587334,0.2588190451025207,0.9659258262890684,2256.0,2114.0,142.0,too late
154092,5476689,2023-03-26,8192,8100.0,E,Gn,V,,2023-03-27 00:03:00+00:00,2023-03-27 00:02:41+00:00,-19.0,1,8177.0,0,0,SNG,3.0,1.0,2023-03-27 00:02:08+00:00,2160.0,2174.0,,-52.0,-33.0,True,0,0,0.0,1.0,0.0,1.0,2239.0,2253.0,-14.0,perfect
