,TRAFFIC_DATE,TRAINNUMBER,TRAINSERIE,TRAINSERIE_DIRECTION,STATION,ACTIVITYTYPE,PLAN_DATETIME,REALIZED_DATETIME,DELAY,TURNOVER_INDICATOR,PREVIOUS_TRAINNUMBER,COMBINE,SPLIT,ROLLINGSTOCK_TYPE,NUMBER_CARRIAGES,DRIVER_CHANGE,DEPARTURE_SIGNAL_SHOWS_SAFE,PLAN_TURNOVER_TIME,REALIZED_TURNOVER_TIME,MAX_DEPARTURE_TIME,PLAN_SIGNAL_SAFE_DELAY,REALIZED_SIGNAL_SAFE_DELAY,DAY_IN_WEEK,24-TIME,DALUREN,NEEDED_PLAN_TURNOVER_TIME,NEEDED_REALIZED_TURNOVER_TIME,DIFF_TURNOVER_TIME,DIFF_TURNOVER_TIME_CAT
82609,2023-03-07,1554,1500.0,E,Amf,V,2023-03-07 15:56:00+00:00,2023-03-07 15:56:14+00:00,14.0,1,1551,1,0,ICM,7.0,1.0,2023-03-07 15:55:26+00:00,3120.0,3123.0,2023-03-07 15:56:14+00:00,-34.0,-48.0,1,2024-05-15 15:56:00,True,3166.0,3169.0,-3.0,perfect
82613,2023-03-07,1555,1500.0,O,Asd,V,2023-03-07 15:30:00+00:00,2023-03-07 15:30:20+00:00,20.0,1,2648,0,0,ICM,7.0,0.0,2023-03-07 15:29:10+00:00,480.0,511.0,2023-03-07 15:30:20+00:00,-50.0,-70.0,1,2024-05-15 15:30:00,True,520.0,551.0,-31.0,perfect
82617,2023-03-07,1556,1500.0,E,Dv,V,2023-03-07 15:48:00+00:00,2023-03-07 15:48:02+00:00,2.0,1,1549,1,0,ICM,7.0,0.0,2023-03-07 15:47:10+00:00,2160.0,2068.0,2023-03-07 15:48:02+00:00,-50.0,-52.0,1,2024-05-15 15:48:00,True,2218.0,2126.0,92.0,too late
82625,2023-03-07,1557,1500.0,O,Asd,V,2023-03-07 16:00:00+00:00,2023-03-07 15:59:52+00:00,-8.0,1,2650,0,0,ICM,6.0,1.0,2023-03-07 15:59:10+00:00,480.0,451.0,2023-03-07 15:59:52+00:00,-50.0,-42.0,1,2024-05-15 16:00:00,True,548.0,519.0,29.0,perfect
82633,2023-03-07,1558,1500.0,E,Amf,V,2023-03-07 16:56:00+00:00,2023-03-07 16:56:09+00:00,9.0,1,1555,0,0,ICM,7.0,1.0,2023-03-07 16:55:26+00:00,3120.0,3082.0,2023-03-07 16:56:09+00:00,-34.0,-43.0,1,2024-05-15 16:56:00,False,3171.0,3133.0,38.0,perfect
82638,2023-03-07,1559,1500.0,O,Asd,V,2023-03-07 16:30:00+00:00,2023-03-07 16:30:02+00:00,2.0,1,2652,0,0,ICM,3.0,0.0,2023-03-07 16:29:03+00:00,480.0,483.0,2023-03-07 16:30:02+00:00,-57.0,-59.0,1,2024-05-15 16:30:00,False,538.0,541.0,-3.0,perfect
82654,2023-03-07,1561,1500.0,O,Asd,V,2023-03-07 17:00:00+00:00,2023-03-07 16:59:56+00:00,-4.0,1,2654,0,0,ICM,6.0,1.0,2023-03-07 16:59:09+00:00,450.0,460.0,2023-03-07 16:59:56+00:00,-51.0,-47.0,1,2024-05-15 17:00:00,False,514.0,524.0,-10.0,perfect
82662,2023-03-07,1562,1500.0,E,Dv,V,2023-03-07 17:18:00+00:00,2023-03-07 17:18:09+00:00,9.0,1,1557,0,0,ICM,6.0,1.0,2023-03-07 17:17:09+00:00,360.0,383.0,2023-03-07 17:18:09+00:00,-51.0,-60.0,1,2024-05-15 17:18:00,False,411.0,434.0,-23.0,perfect
82671,2023-03-07,1563,1500.0,O,Asd,V,2023-03-07 17:30:00+00:00,2023-03-07 17:30:25+00:00,25.0,1,2656,0,0,ICM,7.0,1.0,2023-03-07 17:29:10+00:00,480.0,535.0,2023-03-07 17:30:25+00:00,-50.0,-75.0,1,2024-05-15 17:30:00,False,515.0,570.0,-55.0,perfect
82687,2023-03-07,1566,1500.0,E,Dv,V,2023-03-07 18:17:00+00:00,2023-03-07 18:17:02+00:00,2.0,1,1561,0,0,ICM,6.0,0.0,2023-03-07 18:16:10+00:00,300.0,299.0,2023-03-07 18:17:02+00:00,-50.0,-52.0,1,2024-05-15 18:17:00,False,358.0,357.0,1.0,perfect
82695,2023-03-07,1567,1500.0,O,Asd,V,2023-03-07 18:30:00+00:00,2023-03-07 18:30:25+00:00,25.0,1,2660,0,0,ICM,7.0,1.0,2023-03-07 18:29:10+00:00,480.0,421.0,2023-03-07 18:30:25+00:00,-50.0,-75.0,1,2024-05-15 18:30:00,True,515.0,456.0,59.0,perfect
82699,2023-03-07,1568,1500.0,E,Amf,V,2023-03-07 19:26:00+00:00,2023-03-07 19:25:54+00:00,-6.0,1,1567,0,1,ICM,3.0,1.0,2023-03-07 19:25:25+00:00,1320.0,1252.0,2023-03-07 19:25:54+00:00,-35.0,-29.0,1,2024-05-15 19:26:00,True,1386.0,1318.0,68.0,too late
82703,2023-03-07,1570,1500.0,E,Amf,V,2023-03-07 19:56:00+00:00,2023-03-07 19:56:04+00:00,4.0,1,1567,0,1,ICM,4.0,1.0,2023-03-07 19:55:26+00:00,3120.0,3062.0,2023-03-07 19:56:04+00:00,-34.0,-38.0,1,2024-05-15 19:56:00,True,3176.0,3118.0,58.0,perfect
82711,2023-03-07,1573,1500.0,O,Asd,V,2023-03-07 20:00:00+00:00,2023-03-07 20:00:04+00:00,4.0,1,2666,0,0,ICM,6.0,1.0,2023-03-07 19:59:04+00:00,480.0,462.0,2023-03-07 20:00:04+00:00,-56.0,-60.0,1,2024-05-15 20:00:00,True,536.0,518.0,18.0,perfect
82715,2023-03-07,1574,1500.0,E,Amf,V,2023-03-07 20:56:00+00:00,2023-03-07 20:55:59+00:00,-1.0,1,1573,0,0,ICM,6.0,0.0,2023-03-07 20:55:25+00:00,1320.0,1311.0,2023-03-07 20:55:59+00:00,-35.0,-34.0,1,2024-05-15 20:56:00,True,1381.0,1372.0,9.0,perfect
82719,2023-03-07,1575,1500.0,O,Asd,V,2023-03-07 20:30:00+00:00,2023-03-07 20:30:04+00:00,4.0,1,2668,0,0,ICM,7.0,1.0,2023-03-07 20:29:10+00:00,480.0,493.0,2023-03-07 20:30:04+00:00,-50.0,-54.0,1,2024-05-15 20:30:00,True,536.0,549.0,-13.0,perfect
82723,2023-03-07,1576,1500.0,E,Amf,V,2023-03-07 21:26:00+00:00,2023-03-07 21:26:09+00:00,9.0,1,1575,0,0,ICM,7.0,1.0,2023-03-07 21:25:25+00:00,1320.0,1305.0,2023-03-07 21:26:09+00:00,-35.0,-44.0,1,2024-05-15 21:26:00,True,1371.0,1356.0,15.0,perfect
82731,2023-03-07,1578,1500.0,E,Amf,V,2023-03-07 21:56:00+00:00,2023-03-07 21:56:04+00:00,4.0,1,1577,0,0,ICM,3.0,1.0,2023-03-07 21:55:25+00:00,1320.0,1309.0,2023-03-07 21:56:04+00:00,-35.0,-39.0,1,2024-05-15 21:56:00,True,1376.0,1365.0,11.0,perfect
82735,2023-03-07,1579,1500.0,O,Asd,V,2023-03-07 21:30:00+00:00,2023-03-07 21:29:47+00:00,-13.0,1,2672,0,0,ICM,3.0,1.0,2023-03-07 21:27:38+00:00,480.0,431.0,2023-03-07 21:29:47+00:00,-142.0,-129.0,1,2024-05-15 21:30:00,True,553.0,504.0,49.0,perfect
82739,2023-03-07,1581,1500.0,O,Asd,V,2023-03-07 22:00:00+00:00,2023-03-07 22:00:02+00:00,2.0,1,2674,0,0,ICM,4.0,1.0,2023-03-07 21:58:25+00:00,480.0,459.0,2023-03-07 22:00:02+00:00,-95.0,-97.0,1,2024-05-15 22:00:00,True,538.0,517.0,21.0,perfect
82743,2023-03-07,1582,1500.0,E,Amf,V,2023-03-07 22:56:00+00:00,2023-03-07 22:56:02+00:00,2.0,1,1581,1,0,ICM,7.0,0.0,2023-03-07 22:55:26+00:00,1320.0,1268.0,2023-03-07 22:56:02+00:00,-34.0,-36.0,1,2024-05-15 22:56:00,True,1378.0,1326.0,52.0,perfect
82747,2023-03-07,1583,1500.0,O,Asd,V,2023-03-07 22:30:00+00:00,2023-03-07 22:30:05+00:00,5.0,1,2676,0,0,ICM,3.0,0.0,2023-03-07 22:29:09+00:00,480.0,468.0,2023-03-07 22:30:05+00:00,-51.0,-56.0,1,2024-05-15 22:30:00,True,535.0,523.0,12.0,perfect
82751,2023-03-07,1584,1500.0,E,Amf,V,2023-03-07 23:26:00+00:00,2023-03-07 23:26:10+00:00,10.0,1,1583,1,0,ICM,6.0,0.0,2023-03-07 23:25:25+00:00,1320.0,1294.0,2023-03-07 23:26:10+00:00,-35.0,-45.0,1,2024-05-15 23:26:00,True,1370.0,1344.0,26.0,perfect
82763,2023-03-07,1587,1500.0,O,Asd,V,2023-03-07 23:30:00+00:00,2023-03-07 23:30:09+00:00,9.0,1,2680,0,0,ICM,7.0,0.0,2023-03-07 23:29:10+00:00,480.0,523.0,2023-03-07 23:30:09+00:00,-50.0,-59.0,1,2024-05-15 23:30:00,True,531.0,574.0,-43.0,perfect
82875,2023-03-07,1628,1600.0,E,Es,V,2023-03-07 08:16:00+00:00,2023-03-07 08:20:19+00:00,259.0,1,1719,0,0,DDZ,6.0,1.0,2023-03-07 08:15:13+00:00,120.0,328.0,2023-03-07 08:20:19+00:00,-47.0,-306.0,1,2024-05-15 08:16:00,False,-79.0,129.0,-208.0,too early
82983,2023-03-07,1640,1600.0,E,Es,V,2023-03-07 11:16:00+00:00,2023-03-07 11:16:06+00:00,6.0,1,1629,0,0,ICM,3.0,0.0,2023-03-07 11:15:08+00:00,1920.0,1918.0,2023-03-07 11:16:06+00:00,-52.0,-58.0,1,2024-05-15 11:16:00,True,1974.0,1972.0,2.0,perfect
83019,2023-03-07,1644,1600.0,E,Es,V,2023-03-07 12:16:00+00:00,2023-03-07 12:16:11+00:00,11.0,1,1633,0,0,DDZ,4.0,0.0,2023-03-07 12:15:09+00:00,1920.0,1827.0,2023-03-07 12:16:11+00:00,-51.0,-62.0,1,2024-05-15 12:16:00,True,1969.0,1876.0,93.0,too late
83055,2023-03-07,1648,1600.0,E,Es,V,2023-03-07 13:16:00+00:00,2023-03-07 13:16:23+00:00,23.0,1,1637,0,0,DDZ,4.0,1.0,2023-03-07 13:15:08+00:00,1920.0,1968.0,2023-03-07 13:16:23+00:00,-52.0,-75.0,1,2024-05-15 13:16:00,True,1957.0,2005.0,-48.0,perfect
83091,2023-03-07,1652,1600.0,E,Es,V,2023-03-07 14:16:00+00:00,2023-03-07 14:16:09+00:00,9.0,1,1641,0,0,DDZ,4.0,0.0,2023-03-07 14:15:09+00:00,1920.0,1858.0,2023-03-07 14:16:09+00:00,-51.0,-60.0,1,2024-05-15 14:16:00,True,1971.0,1909.0,62.0,too late
83127,2023-03-07,1656,1600.0,E,Es,V,2023-03-07 15:16:00+00:00,2023-03-07 15:16:15+00:00,15.0,1,1645,0,0,DDZ,6.0,0.0,2023-03-07 15:15:08+00:00,1920.0,1923.0,2023-03-07 15:16:15+00:00,-52.0,-67.0,1,2024-05-15 15:16:00,True,1965.0,1968.0,-3.0,perfect
83163,2023-03-07,1660,1600.0,E,Es,V,2023-03-07 16:16:00+00:00,2023-03-07 16:16:38+00:00,38.0,1,1649,0,0,ICM,3.0,1.0,2023-03-07 16:15:09+00:00,1920.0,1909.0,2023-03-07 16:16:38+00:00,-51.0,-89.0,1,2024-05-15 16:16:00,False,1942.0,1931.0,11.0,perfect
83199,2023-03-07,1664,1600.0,E,Es,V,2023-03-07 17:16:00+00:00,2023-03-07 17:16:12+00:00,12.0,1,1653,0,0,DDZ,6.0,0.0,2023-03-07 17:15:40+00:00,1920.0,1908.0,2023-03-07 17:16:12+00:00,-20.0,-32.0,1,2024-05-15 17:16:00,False,1968.0,1956.0,12.0,perfect
83488,2023-03-07,1723,1700.0,O,Gvc,V,2023-03-07 06:55:00+00:00,2023-03-07 06:56:03+00:00,63.0,1,11712,1,0,ICM,7.0,1.0,2023-03-07 06:54:45+00:00,1140.0,1252.0,2023-03-07 06:56:03+00:00,-15.0,-78.0,1,2024-05-15 06:55:00,False,1137.0,1249.0,-112.0,too early
83520,2023-03-07,1727,1700.0,O,Gvc,V,2023-03-07 07:55:00+00:00,2023-03-07 07:55:07+00:00,7.0,1,11716,0,0,ICM,8.0,1.0,2023-03-07 07:54:25+00:00,1140.0,1168.0,2023-03-07 07:55:07+00:00,-35.0,-42.0,1,2024-05-15 07:55:00,False,1193.0,1221.0,-28.0,perfect
83536,2023-03-07,1730,1700.0,E,Es,V,2023-03-07 08:46:00+00:00,2023-03-07 08:45:57+00:00,-3.0,1,1617,0,0,DDZ,4.0,1.0,2023-03-07 08:45:08+00:00,3720.0,3549.0,2023-03-07 08:45:57+00:00,-52.0,-49.0,1,2024-05-15 08:46:00,False,3783.0,3612.0,171.0,too late
83552,2023-03-07,1731,1700.0,O,Gvc,V,2023-03-07 08:55:00+00:00,2023-03-07 08:55:18+00:00,18.0,1,11720,0,1,ICM,6.0,1.0,2023-03-07 08:54:09+00:00,1140.0,1027.0,2023-03-07 08:55:18+00:00,-51.0,-69.0,1,2024-05-15 08:55:00,False,1182.0,1069.0,113.0,too late
83568,2023-03-07,1734,1700.0,E,Es,V,2023-03-07 09:46:00+00:00,2023-03-07 09:46:15+00:00,15.0,1,1723,0,0,ICM,7.0,0.0,2023-03-07 09:45:07+00:00,1920.0,1812.0,2023-03-07 09:46:15+00:00,-53.0,-68.0,1,2024-05-15 09:46:00,True,1965.0,1857.0,108.0,too late
83584,2023-03-07,1735,1700.0,O,Gvc,V,2023-03-07 09:55:00+00:00,2023-03-07 09:55:22+00:00,22.0,1,11724,0,0,ICM,7.0,1.0,2023-03-07 09:54:19+00:00,1140.0,1189.0,2023-03-07 09:55:22+00:00,-41.0,-63.0,1,2024-05-15 09:55:00,True,1178.0,1227.0,-49.0,perfect
83600,2023-03-07,1738,1700.0,E,Es,V,2023-03-07 10:46:00+00:00,2023-03-07 10:46:00+00:00,0.0,1,1727,0,0,ICM,8.0,0.0,2023-03-07 10:45:08+00:00,1920.0,1899.0,2023-03-07 10:46:00+00:00,-52.0,-52.0,1,2024-05-15 10:46:00,True,1980.0,1959.0,21.0,perfect
83616,2023-03-07,1739,1700.0,O,Gvc,V,2023-03-07 10:55:00+00:00,2023-03-07 10:55:09+00:00,9.0,1,11728,0,1,ICM,4.0,1.0,2023-03-07 10:54:28+00:00,1140.0,1135.0,2023-03-07 10:55:09+00:00,-32.0,-41.0,1,2024-05-15 10:55:00,True,1191.0,1186.0,5.0,perfect
83632,2023-03-07,1742,1700.0,E,Es,V,2023-03-07 11:46:00+00:00,2023-03-07 11:46:10+00:00,10.0,1,1731,0,0,ICM,6.0,1.0,2023-03-07 11:45:08+00:00,1920.0,1902.0,2023-03-07 11:46:10+00:00,-52.0,-62.0,1,2024-05-15 11:46:00,True,1970.0,1952.0,18.0,perfect
83648,2023-03-07,1743,1700.0,O,Gvc,V,2023-03-07 11:55:00+00:00,2023-03-07 11:55:20+00:00,20.0,1,11732,0,0,DDZ,6.0,1.0,2023-03-07 11:54:03+00:00,1140.0,1242.0,2023-03-07 11:55:20+00:00,-57.0,-77.0,1,2024-05-15 11:55:00,True,1180.0,1282.0,-102.0,too early
83664,2023-03-07,1746,1700.0,E,Es,V,2023-03-07 12:46:00+00:00,2023-03-07 12:46:12+00:00,12.0,1,1735,0,1,ICM,4.0,0.0,2023-03-07 12:45:08+00:00,1920.0,1886.0,2023-03-07 12:46:12+00:00,-52.0,-64.0,1,2024-05-15 12:46:00,True,1968.0,1934.0,34.0,perfect
83680,2023-03-07,1747,1700.0,O,Gvc,V,2023-03-07 12:55:00+00:00,2023-03-07 12:55:07+00:00,7.0,1,11736,0,0,ICM,7.0,1.0,2023-03-07 12:54:04+00:00,1140.0,1282.0,2023-03-07 12:55:07+00:00,-56.0,-63.0,1,2024-05-15 12:55:00,True,1193.0,1335.0,-142.0,too early
83696,2023-03-07,1750,1700.0,E,Es,V,2023-03-07 13:46:00+00:00,2023-03-07 13:46:12+00:00,12.0,1,1739,1,0,ICM,7.0,1.0,2023-03-07 13:45:08+00:00,1920.0,1958.0,2023-03-07 13:46:12+00:00,-52.0,-64.0,1,2024-05-15 13:46:00,True,1968.0,2006.0,-38.0,perfect
83712,2023-03-07,1751,1700.0,O,Gvc,V,2023-03-07 13:55:00+00:00,2023-03-07 13:55:15+00:00,15.0,1,11740,0,0,DDZ,4.0,1.0,2023-03-07 13:54:04+00:00,1140.0,1125.0,2023-03-07 13:55:15+00:00,-56.0,-71.0,1,2024-05-15 13:55:00,True,1185.0,1170.0,15.0,perfect
83728,2023-03-07,1754,1700.0,E,Es,V,2023-03-07 14:46:00+00:00,2023-03-07 14:46:14+00:00,14.0,1,1743,0,0,DDZ,6.0,1.0,2023-03-07 14:45:08+00:00,1920.0,1916.0,2023-03-07 14:46:14+00:00,-52.0,-66.0,1,2024-05-15 14:46:00,True,1966.0,1962.0,4.0,perfect
83744,2023-03-07,1755,1700.0,O,Gvc,V,2023-03-07 14:55:00+00:00,2023-03-07 14:58:13+00:00,193.0,1,11744,0,0,ICM,7.0,1.0,2023-03-07 14:54:03+00:00,1140.0,1445.0,2023-03-07 14:58:13+00:00,-57.0,-250.0,1,2024-05-15 14:55:00,True,1007.0,1312.0,-305.0,too early
83760,2023-03-07,1758,1700.0,E,Es,V,2023-03-07 15:46:00+00:00,2023-03-07 15:50:43+00:00,283.0,1,1747,0,0,ICM,7.0,1.0,2023-03-07 15:45:08+00:00,1920.0,2229.0,2023-03-07 15:50:43+00:00,-52.0,-335.0,1,2024-05-15 15:46:00,True,1697.0,2006.0,-309.0,too early
83776,2023-03-07,1759,1700.0,O,Gvc,V,2023-03-07 15:55:00+00:00,2023-03-07 15:55:14+00:00,14.0,1,11748,1,0,ICM,11.0,0.0,2023-03-07 15:54:04+00:00,1140.0,1016.0,2023-03-07 15:55:14+00:00,-56.0,-70.0,1,2024-05-15 15:55:00,True,1186.0,1062.0,124.0,too late
83792,2023-03-07,1762,1700.0,E,Es,V,2023-03-07 16:46:00+00:00,2023-03-07 16:46:16+00:00,16.0,1,1751,0,0,DDZ,4.0,0.0,2023-03-07 16:45:07+00:00,1920.0,1873.0,2023-03-07 16:46:16+00:00,-53.0,-69.0,1,2024-05-15 16:46:00,False,1964.0,1917.0,47.0,perfect
83809,2023-03-07,1763,1700.0,O,Gvc,V,2023-03-07 16:55:00+00:00,2023-03-07 16:55:13+00:00,13.0,1,11752,1,0,ICM,10.0,0.0,2023-03-07 16:54:23+00:00,1140.0,1191.0,2023-03-07 16:55:13+00:00,-37.0,-50.0,1,2024-05-15 16:55:00,False,1187.0,1238.0,-51.0,perfect
83825,2023-03-07,1766,1700.0,E,Es,V,2023-03-07 17:46:00+00:00,2023-03-07 17:46:42+00:00,42.0,1,1755,0,1,ICM,3.0,0.0,2023-03-07 17:45:08+00:00,1920.0,1785.0,2023-03-07 17:46:42+00:00,-52.0,-94.0,1,2024-05-15 17:46:00,False,1938.0,1803.0,135.0,too late
83841,2023-03-07,1767,1700.0,O,Gvc,V,2023-03-07 17:55:00+00:00,2023-03-07 17:55:11+00:00,11.0,1,11756,0,0,ICM,7.0,1.0,2023-03-07 17:54:09+00:00,1140.0,1146.0,2023-03-07 17:55:11+00:00,-51.0,-62.0,1,2024-05-15 17:55:00,False,1189.0,1195.0,-6.0,perfect
83905,2023-03-07,1775,1700.0,O,Gvc,V,2023-03-07 19:55:00+00:00,2023-03-07 19:54:50+00:00,-10.0,1,11764,0,1,DDZ,4.0,1.0,2023-03-07 19:54:09+00:00,1140.0,1146.0,2023-03-07 19:54:50+00:00,-51.0,-41.0,1,2024-05-15 19:55:00,True,1210.0,1216.0,-6.0,perfect
83937,2023-03-07,1779,1700.0,O,Gvc,V,2023-03-07 20:55:00+00:00,2023-03-07 20:55:03+00:00,3.0,1,11768,0,1,ICM,4.0,1.0,2023-03-07 20:54:21+00:00,1140.0,1156.0,2023-03-07 20:55:03+00:00,-39.0,-42.0,1,2024-05-15 20:55:00,True,1197.0,1213.0,-16.0,perfect
83969,2023-03-07,1783,1700.0,O,Gvc,V,2023-03-07 21:55:00+00:00,2023-03-07 21:55:01+00:00,1.0,1,11772,0,0,DDZ,4.0,1.0,2023-03-07 21:54:04+00:00,1140.0,1242.0,2023-03-07 21:55:01+00:00,-56.0,-57.0,1,2024-05-15 21:55:00,True,1199.0,1301.0,-102.0,too early
83997,2023-03-07,1787,1700.0,O,Gvc,V,2023-03-07 22:55:00+00:00,2023-03-07 22:55:32+00:00,32.0,1,11776,0,0,ICM,3.0,1.0,2023-03-07 22:54:03+00:00,1140.0,1225.0,2023-03-07 22:55:32+00:00,-57.0,-89.0,1,2024-05-15 22:55:00,True,1168.0,1253.0,-85.0,too early
84013,2023-03-07,1791,1700.0,O,Gvc,V,2023-03-07 23:55:00+00:00,2023-03-07 23:54:57+00:00,-3.0,1,11780,1,0,ICM,7.0,1.0,2023-03-07 23:54:04+00:00,1140.0,1252.0,2023-03-07 23:54:57+00:00,-56.0,-53.0,1,2024-05-15 23:55:00,True,1203.0,1315.0,-112.0,too early
84123,2023-03-07,1823,1800.0,O,Gvc,V,2023-03-07 07:03:00+00:00,2023-03-07 07:03:07+00:00,7.0,1,1812,0,0,ICM,7.0,1.0,2023-03-07 07:02:09+00:00,390.0,396.0,2023-03-07 07:03:07+00:00,-51.0,-58.0,1,2024-05-15 07:03:00,False,443.0,449.0,-6.0,perfect
84143,2023-03-07,1824,1800.0,E,Lw,V,2023-03-07 07:17:00+00:00,2023-03-07 07:17:05+00:00,5.0,1,300613,0,0,DDZ,6.0,1.0,2023-03-07 07:16:09+00:00,240.0,295.0,2023-03-07 07:17:05+00:00,-51.0,-56.0,1,2024-05-15 07:17:00,False,295.0,350.0,-55.0,perfect
84203,2023-03-07,1831,1800.0,O,Gvc,V,2023-03-07 09:03:00+00:00,2023-03-07 09:03:03+00:00,3.0,1,718,0,1,ICM,7.0,1.0,2023-03-07 09:02:09+00:00,2190.0,2190.0,2023-03-07 09:03:03+00:00,-51.0,-54.0,1,2024-05-15 09:03:00,True,2247.0,2247.0,0.0,perfect
84243,2023-03-07,1835,1800.0,O,Gvc,V,2023-03-07 10:03:00+00:00,2023-03-07 10:03:20+00:00,20.0,1,722,0,0,DDZ,8.0,1.0,2023-03-07 10:02:09+00:00,2190.0,2226.0,2023-03-07 10:03:20+00:00,-51.0,-71.0,1,2024-05-15 10:03:00,True,2230.0,2266.0,-36.0,perfect
84284,2023-03-07,1839,1800.0,O,Gvc,V,2023-03-07 11:03:00+00:00,2023-03-07 11:04:02+00:00,62.0,1,726,0,0,DDZ,4.0,1.0,2023-03-07 11:02:10+00:00,2190.0,2201.0,2023-03-07 11:04:02+00:00,-50.0,-112.0,1,2024-05-15 11:03:00,True,2188.0,2199.0,-11.0,perfect
84304,2023-03-07,1840,1800.0,E,Lw,V,2023-03-07 11:17:00+00:00,2023-03-07 11:17:15+00:00,15.0,1,1827,0,0,ICM,6.0,1.0,2023-03-07 11:16:09+00:00,2040.0,1956.0,2023-03-07 11:17:15+00:00,-51.0,-66.0,1,2024-05-15 11:17:00,True,2085.0,2001.0,84.0,too late
84364,2023-03-07,1847,1800.0,O,Gvc,V,2023-03-07 13:03:00+00:00,2023-03-07 13:04:23+00:00,83.0,1,734,0,1,DDZ,4.0,1.0,2023-03-07 13:02:09+00:00,2190.0,2267.0,2023-03-07 13:04:23+00:00,-51.0,-134.0,1,2024-05-15 13:03:00,True,2167.0,2244.0,-77.0,too early
84384,2023-03-07,1848,1800.0,E,Lw,V,2023-03-07 13:17:00+00:00,2023-03-07 13:17:16+00:00,16.0,1,301835,0,0,DDZ,4.0,0.0,2023-03-07 13:16:09+00:00,2040.0,2082.0,2023-03-07 13:17:16+00:00,-51.0,-67.0,1,2024-05-15 13:17:00,True,2084.0,2126.0,-42.0,perfect
84404,2023-03-07,1851,1800.0,O,Gvc,V,2023-03-07 14:03:00+00:00,2023-03-07 14:03:03+00:00,3.0,1,738,0,0,ICM,7.0,1.0,2023-03-07 14:02:10+00:00,2190.0,2233.0,2023-03-07 14:03:03+00:00,-50.0,-53.0,1,2024-05-15 14:03:00,True,2247.0,2290.0,-43.0,perfect
84424,2023-03-07,1852,1800.0,E,Lw,V,2023-03-07 14:17:00+00:00,2023-03-07 14:16:56+00:00,-4.0,1,1839,0,0,DDZ,4.0,1.0,2023-03-07 14:16:09+00:00,2040.0,2039.0,2023-03-07 14:16:56+00:00,-51.0,-47.0,1,2024-05-15 14:17:00,True,2104.0,2103.0,1.0,perfect
84444,2023-03-07,1855,1800.0,O,Gvc,V,2023-03-07 15:03:00+00:00,2023-03-07 15:03:00+00:00,0.0,1,742,0,0,ICM,6.0,0.0,2023-03-07 15:02:09+00:00,2190.0,2187.0,2023-03-07 15:03:00+00:00,-51.0,-51.0,1,2024-05-15 15:03:00,True,2250.0,2247.0,3.0,perfect
84464,2023-03-07,1856,1800.0,E,Lw,V,2023-03-07 15:17:00+00:00,2023-03-07 15:17:14+00:00,14.0,1,1843,0,0,ICM,7.0,1.0,2023-03-07 15:16:09+00:00,2040.0,2025.0,2023-03-07 15:17:14+00:00,-51.0,-65.0,1,2024-05-15 15:17:00,True,2086.0,2071.0,15.0,perfect
84484,2023-03-07,1859,1800.0,O,Gvc,V,2023-03-07 16:03:00+00:00,2023-03-07 16:03:15+00:00,15.0,1,746,0,0,DDZ,6.0,1.0,2023-03-07 16:02:10+00:00,2190.0,2161.0,2023-03-07 16:03:15+00:00,-50.0,-65.0,1,2024-05-15 16:03:00,False,2235.0,2206.0,29.0,perfect
84504,2023-03-07,1860,1800.0,E,Lw,V,2023-03-07 16:17:00+00:00,2023-03-07 16:17:03+00:00,3.0,1,1847,0,0,DDZ,4.0,1.0,2023-03-07 16:16:11+00:00,2040.0,2115.0,2023-03-07 16:17:03+00:00,-49.0,-52.0,1,2024-05-15 16:17:00,False,2097.0,2172.0,-75.0,too early
84524,2023-03-07,1863,1800.0,O,Gvc,V,2023-03-07 17:03:00+00:00,2023-03-07 17:04:39+00:00,99.0,1,1852,1,0,DDZ,8.0,1.0,2023-03-07 17:02:09+00:00,372.0,428.0,2023-03-07 17:04:39+00:00,-51.0,-150.0,1,2024-05-15 17:03:00,False,333.0,389.0,-56.0,perfect
84544,2023-03-07,1864,1800.0,E,Lw,V,2023-03-07 17:17:00+00:00,2023-03-07 17:17:27+00:00,27.0,1,1851,0,0,ICM,7.0,0.0,2023-03-07 17:16:08+00:00,2040.0,2091.0,2023-03-07 17:17:27+00:00,-52.0,-79.0,1,2024-05-15 17:17:00,False,2073.0,2124.0,-51.0,perfect
84564,2023-03-07,1867,1800.0,O,Gvc,V,2023-03-07 18:03:00+00:00,2023-03-07 18:03:15+00:00,15.0,1,1856,0,1,ICM,7.0,1.0,2023-03-07 18:02:09+00:00,378.0,385.0,2023-03-07 18:03:15+00:00,-51.0,-66.0,1,2024-05-15 18:03:00,False,423.0,430.0,-7.0,perfect
84584,2023-03-07,1868,1800.0,E,Lw,V,2023-03-07 18:17:00+00:00,2023-03-07 18:16:58+00:00,-2.0,1,1855,0,0,ICM,6.0,1.0,2023-03-07 18:16:09+00:00,2040.0,2067.0,2023-03-07 18:16:58+00:00,-51.0,-49.0,1,2024-05-15 18:17:00,False,2102.0,2129.0,-27.0,perfect
84644,2023-03-07,1875,1800.0,O,Gvc,V,2023-03-07 20:03:00+00:00,2023-03-07 20:03:19+00:00,19.0,1,762,1,1,ICM,7.0,1.0,2023-03-07 20:02:09+00:00,2190.0,2233.0,2023-03-07 20:03:19+00:00,-51.0,-70.0,1,2024-05-15 20:03:00,True,2231.0,2274.0,-43.0,perfect
